               Epoch,          Train Loss,      Train Accuracy,     Validation Loss, Validation Accuracy
                   1,   1.451799988746643,   46.26459884643555,  1.3020000457763672,   51.31800079345703
                   2,   1.223099946975708,  54.960601806640625,  1.4023000001907349,   50.88800048828125
                   3,  1.1446000337600708,   58.14979934692383,  1.5414999723434448,   49.41600036621094
                   4,  1.0973999500274658,   60.18299865722656,  1.1367000341415405,  57.944000244140625
                   5,  1.0657000541687012,  61.476600646972656,  1.0612000226974487,   60.81399917602539
                   6,  1.0394999980926514,   62.52299880981445,  1.1888999938964844,  56.486000061035156
                   7,  1.0197999477386475,  63.283599853515625,  1.2138999700546265,  54.939998626708984
                   8,   1.004699945449829,  63.959999084472656,  1.1129000186920166,   59.00199890136719
                   9,   0.988099992275238,   64.67019653320312,  1.0993000268936157,   59.74599838256836
                  10,  0.9746999740600586,   65.10459899902344,  1.0628999471664429,  61.933998107910156
                  11,  0.9646999835968018,   65.53800201416016,  1.1368999481201172,  58.439998626708984
                  12,  0.9563000202178955,   65.77799987792969,  1.0211999416351318,  61.534000396728516
                  13,  0.9451000094413757,   66.28720092773438,  1.0434000492095947,                61.0
                  14,  0.9366999864578247,    66.5718002319336,  1.1368999481201172,   58.54999923706055
                  15,  0.9276999831199646,   66.86599731445312,  1.0439000129699707,   61.42399978637695
                  16,  0.9204000234603882,   67.08200073242188,   1.072700023651123,               60.75
                  17,  0.9150000214576721,   67.32620239257812,  0.8967999815940857,   65.83999633789062
                  18,  0.9072999954223633,   67.64219665527344,  1.0169999599456787,  61.757999420166016
                  19,  0.8996999859809875,   67.94660186767578,  0.9603000283241272,   64.48799896240234
                  20,  0.8960999846458435,   68.01139831542969,   0.980400025844574,    63.5620002746582
                  21,  0.8912000060081482,   68.16059875488281,  0.9347000122070312,   65.48999786376953
                  22,  0.8881000280380249,   68.39199829101562,    1.09660005569458,   60.49599838256836
                  23,  0.8830999732017517,   68.51260375976562,  0.9972000122070312,    62.2239990234375
                  24,  0.8766999840736389,   68.80619812011719,  0.9731000065803528,    62.7760009765625
                  25,  0.8730999827384949,     68.910400390625,  0.9337000250816345,   64.61399841308594
                  26,  0.8689000010490417,    69.0530014038086,  0.9050999879837036,    65.9739990234375
                  27,  0.8665000200271606,   69.14739990234375,  0.9182999730110168,   66.03600311279297
