        OA,    AAmean,     Kappa,        AA
    0.8318,    0.8287,    0.8120,        [0.8437, 0.8179, 0.8351, 0.8695, 0.7692, 0.8518, 0.7460, 0.8989, 0.8346, 0.8970, 0.8408, 0.4441, 0.8668, 0.9034, 0.9482, 0.8921]
