        OA,    AAmean,     Kappa,        AA
    0.7511,    0.7511,    0.7235,        [0.5884, 0.6513, 0.7937, 0.7294, 0.8395, 0.7673, 0.7665, 0.7351, 0.8365, 0.8037]
